target_return,achieved_return,variance,stdev,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10,Stock_11,Stock_12,Stock_13,Stock_14,Stock_15,Stock_16,Stock_17,Stock_18,Stock_19,Stock_20,Stock_21,Stock_22,Stock_23,Stock_24,Stock_25,Stock_26,Stock_27,Stock_28,Stock_29,Stock_30,Stock_31,Stock_32,Stock_33,Stock_34,Stock_35,Stock_36,Stock_37,Stock_38,Stock_39,Stock_40,Stock_42,Stock_43,Stock_44,Stock_45,Stock_46,Stock_47,Stock_48,Stock_49,Stock_50,Stock_51,Stock_52,Stock_53,Stock_55,Stock_56,Stock_57,Stock_58,Stock_59,Stock_60,Stock_61,Stock_62,Stock_63,Stock_65,Stock_66,Stock_67,Stock_68,Stock_69,Stock_70,Stock_71,Stock_72,Stock_73,Stock_74,Stock_75,Stock_76,Stock_77,Stock_78,Stock_79,Stock_80,Stock_81,Stock_82,Stock_83,Stock_84,Stock_85,Stock_86,Stock_87,Stock_89,Stock_90,Stock_91,Stock_92,Stock_93,Stock_94,Stock_95,Stock_96,Stock_97,Stock_98,Stock_99,Stock_100
0.11339999999999999,0.11340192209310493,4.961914229200679e-05,0.007044085624976942,0.01118119023519549,0.010007375946669441,0.026422328644473733,0.015283811693555482,0.010906842293766839,0.017738500722049848,0.012191844629013711,0.0,0.010014525934036206,0.010021557020247847,0.010004461517223975,0.011140764172619026,0.011003695597465373,0.010258262465115667,0.0,0.01583411562568351,0.0,0.01642048678961582,0.011231305358470424,0.0,0.0,0.023705964925487075,0.0,0.013007199133313276,0.02079963411428454,0.022773206860289597,0.011411253650960426,0.018714047386580706,0.010379771899098724,0.012295744210134399,0.0,0.0,0.013983659748516522,0.014059597937356335,0.027568365935269176,0.0,0.010162898278126385,0.0,0.0,0.0,0.018509788460297598,0.017165566544484485,0.01166019629221104,0.0,0.0,0.023902417669189886,0.0,0.013014119152030578,0.0,0.0,0.030693007352327027,0.0,0.025976543521086425,0.0,0.010828364189484678,0.02264335256239119,0.03048740102981181,0.0,0.022321724521914867,0.01459112272351651,0.02845332023084643,0.0,0.0,0.01622492738897463,0.0,0.0,0.012997095515768853,0.0,0.0,0.0,0.014787057297893803,0.01061196047559214,0.01695041650595289,0.0,0.015025737590754552,0.010174070982396258,0.0,0.0,0.026416543791041715,0.02234710749440858,0.01942993167570535,0.017861468556186255,0.019899252537478644,0.0,0.018718069279076814,0.010204594889666603,0.03389243654502243,0.0,0.0,0.0,0.013388177678193738,0.0,0.028154396355500353,0.0,0.01414741846617408,0.0
0.11609999999999998,0.11610205198429394,4.6655179907593265e-05,0.006830459714220798,0.011795796739775153,0.010006713649473666,0.022919874913818337,0.013906635255401483,0.011126112164599872,0.014964753103669352,0.011843571869156999,0.0,0.0,0.0,0.0,0.01037119293392278,0.011302301563095805,0.0,0.0,0.011009348660216703,0.0,0.017823729023526903,0.011725262952925128,0.0,0.0,0.02065498859895514,0.0,0.011490003241330746,0.020720281808720566,0.02484470092009293,0.012730026369153628,0.01664296836846031,0.010318789110880027,0.011557766651749481,0.0,0.0,0.01526609824056381,0.011999755619112344,0.02781129909975824,0.0,0.010222349118315233,0.0,0.0,0.010789306446051245,0.01916386433170865,0.012680007414699924,0.011384495908578679,0.0,0.015748253898411498,0.01970618545478895,0.010705505123553909,0.012385928406395871,0.010401367861854183,0.0,0.023504983589538685,0.010491451294783995,0.024792645267546373,0.0,0.010960267756840145,0.02213568803270328,0.031433155927843015,0.010387000106896742,0.0252292541982157,0.014822120621253928,0.0297507194993624,0.0,0.0,0.013531851208981495,0.0,0.0,0.014455764485539202,0.0,0.0,0.0,0.013144523090802978,0.010464490831170145,0.020051975096901802,0.010872502155795254,0.01518766577937616,0.010258211175718096,0.0,0.0,0.027639835721204535,0.02091236382885214,0.018366391954706737,0.018783142827098604,0.013194464057299918,0.0,0.01575890468231778,0.0,0.030960578477337828,0.0,0.010610860560988377,0.0,0.01257554689459458,0.0,0.02921577114106214,0.0,0.014488634912550567,0.0
0.11879999999999999,0.11880027670108484,5.029002125621423e-05,0.007091545759297773,0.014142870342940733,0.0,0.021665065414298093,0.01690019429783291,0.010271284240983234,0.010797909919465444,0.012480303447044754,0.0,0.0,0.0,0.0,0.010113222459158697,0.010212747495085616,0.0,0.0,0.010329137607408572,0.010000978792642572,0.01917680178443819,0.010083644747481278,0.0,0.0,0.017659052625196667,0.0,0.01041697105526771,0.020813876443853074,0.023049295267331966,0.010719965223989936,0.01777972450636888,0.010049077942155309,0.013182178331378146,0.0,0.0,0.017225393543535344,0.011577478325028721,0.028262490553924994,0.0,0.0,0.0,0.0,0.010692971596101003,0.021471768957329485,0.010398258519239657,0.013032053676708797,0.0,0.018078042095827387,0.015485743353993706,0.0102817553911662,0.013454576707168988,0.010195807246846078,0.0,0.020004147848450938,0.010026914221415835,0.024639169735159023,0.0,0.010395483113306911,0.023301407469706548,0.029335855502096216,0.011665711924070989,0.028137775611744072,0.017858409469472855,0.03326561994472062,0.0,0.0,0.011019793307332085,0.0,0.0,0.01680138261040739,0.0,0.0,0.0,0.01015620091071023,0.011694359894905203,0.02175940281892047,0.01009524308669106,0.015888413266140353,0.010023643246510299,0.0,0.0,0.029914880254817856,0.02681984218579151,0.022487556678638276,0.019297695679405966,0.010298857258686983,0.0,0.018399640082011462,0.0,0.03144751237414038,0.0,0.010570835793916196,0.0,0.011436271076799088,0.0,0.02830835977570184,0.0,0.014948972947137235,0.0
0.12149999999999998,0.12150130228439206,5.8544269676311996e-05,0.007651422722364253,0.013242137008033911,0.010008052709210234,0.025024113388271402,0.019258908370409968,0.010614832941905804,0.011847403410901975,0.013901890918097253,0.0,0.0,0.010033342141941555,0.010004894586457865,0.011733781143236689,0.010997404217712095,0.0,0.0,0.012158463053665892,0.0,0.020744964654586966,0.011491091528208548,0.0,0.0,0.01907848333575096,0.0,0.012371512481253708,0.02404352645324901,0.02171244950081576,0.010855178829959957,0.020613292586766543,0.0,0.01506127474199423,0.0,0.0,0.014825626580647306,0.012314785408848464,0.02753453268561904,0.0,0.010234891250035313,0.0,0.0,0.013906927575162615,0.02300726043235324,0.013398406779529018,0.013016116649413384,0.010021532351835718,0.0,0.024730580197390863,0.0,0.0,0.0,0.0,0.030576786168137884,0.0,0.024341213782971556,0.0,0.0,0.025397175250159283,0.03334607114669784,0.010750006909816187,0.025595292124889018,0.01845761916130762,0.031119727148152483,0.0,0.0,0.015798537289639498,0.0,0.0,0.017526403180867327,0.0,0.0,0.0,0.011163738021216476,0.012003775444874566,0.020961423556405612,0.0,0.016336554767581828,0.010592261230430979,0.0,0.0,0.03068693866501335,0.027519958465661996,0.02034715283574788,0.020268697497225877,0.0,0.0,0.018340509202268807,0.010195732911905437,0.03689744911380423,0.0,0.0,0.0,0.012156168396901033,0.0,0.027903619980216277,0.0,0.013929529834841636,0.0
0.12419999999999999,0.12420026843867421,6.448063520277325e-05,0.008029983511986388,0.01788198425234908,0.0,0.029878952738503457,0.023607154836808607,0.01226511202356904,0.010077279929052703,0.01724245888274023,0.0,0.0,0.0,0.0,0.014798325907227312,0.01058013389208481,0.0,0.0,0.0115612127374938,0.0,0.024920071236576146,0.010424161742573337,0.0100273804570496,0.0,0.01365771226871208,0.0,0.011365942947708447,0.029594473604900407,0.022213223298935537,0.010177743174661774,0.021860437745366116,0.011340951367029508,0.0172890409065355,0.0,0.0,0.020450388968154938,0.011667008764292948,0.03509574382305069,0.010006690603053002,0.0,0.0,0.0,0.015351647891620555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032216748910080785,0.0,0.024941431031472113,0.0,0.010909975218295898,0.0264123752117472,0.03730562634450228,0.015273348977201411,0.02821971098692936,0.02445295623283105,0.035180195780808776,0.0,0.0,0.0102971265828517,0.0,0.0,0.022048865327776643,0.0,0.0,0.0,0.0,0.015311222025000817,0.027813133678493022,0.0,0.021228058574120107,0.010484609755440955,0.0,0.0,0.03427941942794398,0.03506803944884026,0.022464153882383993,0.023050138330111963,0.0,0.0,0.01973515200135896,0.0,0.033687362486274505,0.0,0.013282876806980457,0.0,0.012685262717497786,0.0,0.025267698450032846,0.0,0.015049277810973776,0.0
0.12689999999999999,0.1269013381945251,6.763277005258697e-05,0.00822391452123543,0.013809016430255467,0.010015157362887925,0.010823317706080105,0.023426673873569552,0.010088776723943338,0.01015031717185058,0.012818012039485476,0.0,0.010015133009806346,0.010022834877826396,0.010008166750970021,0.010591045259924157,0.01016901009301525,0.0,0.010012958841767363,0.010077983807623961,0.0,0.026382046664841407,0.011335658417407498,0.0,0.010012541640497202,0.011182336947590178,0.0,0.010051424236866512,0.017585214893369342,0.027855360497830276,0.010097022480954773,0.011288555698130807,0.010045947217299858,0.010531481032543921,0.0,0.010051588993563067,0.010305220924692413,0.010102396019311058,0.024461878060348004,0.010022143289855458,0.010037484602322963,0.0,0.0,0.012420573037727464,0.020423129827587302,0.010112052300924648,0.01412166151434987,0.010020844640256502,0.011785467654502058,0.010111758850983126,0.010179700186617036,0.01149493611957634,0.010390544857239127,0.0,0.011089992719770283,0.010064900360502019,0.019564557172744246,0.0,0.010043458658879135,0.016707842315749424,0.021564654268426756,0.01227544093669707,0.033067312480842465,0.024694975066656057,0.021992503749455564,0.0,0.0,0.010058169505861574,0.0,0.0,0.021579530534088988,0.010012068313573203,0.0,0.0,0.0,0.010759368297198356,0.014823673282250522,0.0,0.016870709217654822,0.011383172870718683,0.0,0.0,0.04138545340215967,0.02034536436325222,0.015402084347030118,0.012093743408696137,0.010080406212386135,0.0,0.010099278640634321,0.0,0.04034823508067646,0.0,0.010108948331615563,0.0,0.010180125956718945,0.0,0.02890010387161646,0.0,0.010066552077950586,0.0
0.1296,0.12960150560381464,7.183183681442092e-05,0.008475366470803544,0.014422334026522682,0.010017861085280922,0.010800348026282205,0.02527817618094218,0.010071414305728596,0.0,0.01341055343475823,0.0,0.010014794146864485,0.010024777326967674,0.010011360406284678,0.010906116520607438,0.010134227101630408,0.0,0.010014063941496046,0.010065174894783913,0.0,0.027725858724752105,0.011458594513212121,0.0,0.010015999136326796,0.010981008535340482,0.0,0.010047269273694467,0.020012225977587905,0.028502289631575674,0.010078931241997222,0.011540754889295195,0.010041625358781813,0.010840968243980386,0.0,0.0,0.010284538516793725,0.010085911129325761,0.025343483695480416,0.010023530767293825,0.010033614405710007,0.0,0.0,0.013334957710719268,0.02143168249032254,0.010095066834343419,0.015165471643525084,0.010022279722206182,0.01275219852080093,0.010097193948851835,0.010201660943234598,0.011535047464279316,0.010573060072068995,0.0,0.011227952572298926,0.01006165667878257,0.019943931627772436,0.0,0.010040008449117944,0.016833088753837627,0.02208135675060917,0.012531224981554465,0.034894265964548324,0.026294217190275214,0.022715750581854127,0.0,0.0,0.010049789559324177,0.0,0.0,0.022411647603687735,0.010015024866412467,0.0,0.0,0.0,0.01117813601948013,0.015282188685627855,0.0,0.017204215652794612,0.011931388976393837,0.0,0.0,0.043838054388673484,0.022634594236452255,0.01564149626724002,0.011985341767542708,0.0,0.0,0.010089375873423281,0.0,0.043415962247323484,0.0,0.010112082447325262,0.0,0.010185856443837144,0.0,0.029940136826548593,0.0,0.010064829797612439,0.0
0.13229999999999997,0.1323003828490591,7.64263789292713e-05,0.008742218192728394,0.01577810950999047,0.010005471790715701,0.010156588752151797,0.0281128393925012,0.010011727110470334,0.0,0.01504268521376897,0.0,0.0,0.010006039379560598,0.010003808828379642,0.010777171162047986,0.010019516265544903,0.0,0.010003814890862625,0.010011046068964182,0.0,0.028781865372360233,0.010338348858799862,0.0,0.01000500580690346,0.010093296194197219,0.0,0.01000886052149812,0.021014008155875803,0.02616651748644406,0.0100124333339217,0.010774600078776743,0.01000859938616876,0.01084851474563792,0.0,0.0,0.010058041942019211,0.0100130769826071,0.025107667730202128,0.010006275634320305,0.01000685331278986,0.0,0.0,0.01442261961951281,0.023026015396117358,0.010015492159816394,0.016750395198045217,0.010005111004994443,0.012007479944558048,0.010016434336638732,0.010042993475241544,0.010738823775495454,0.010275180086018725,0.0,0.010259039071235463,0.01001134567393021,0.018026165609911455,0.0,0.010008512269379793,0.013839888827877986,0.02110441739993417,0.014354571913596261,0.036922319869649924,0.028774450135441894,0.021758199631370247,0.0,0.0,0.010009205241701275,0.0,0.0,0.024843393038378847,0.01000510000826715,0.0,0.0,0.0,0.011590539158952607,0.015406202046180498,0.0,0.016611351639651387,0.012882549890645155,0.0,0.0,0.04704755929138985,0.025353577021082346,0.01593069373691722,0.010655781797745456,0.0,0.0,0.010015743605286627,0.0,0.04501301162788785,0.0,0.010026252891498135,0.0,0.010030714826183606,0.0,0.029032990144548947,0.0,0.010013094727435992,0.0
0.13499999999999998,0.13500020702050836,8.20439792716748e-05,0.009057813161667379,0.01764241476885109,0.010003803215568157,0.01010651294720281,0.030586061106370504,0.010008696981171473,0.0,0.01550585577856161,0.0,0.0,0.010003611895435725,0.010002536883914389,0.01096782502306512,0.010015013893141099,0.0,0.010002361634110645,0.010008179993364206,0.0,0.03037613082506186,0.01015651674052323,0.0,0.01000339441245019,0.010046309664154648,0.0,0.0,0.020409447315723625,0.02479685711034858,0.010009609325896628,0.01146893141330515,0.010005569589697528,0.011610997003458518,0.0,0.0,0.010057519391954537,0.010009138801092894,0.024687118124043735,0.010005260275927406,0.010004179069730744,0.0,0.0,0.01476042098359314,0.02486780280695366,0.01001130559096791,0.017981165251793458,0.010003286794737349,0.012263297097136574,0.010010421507243994,0.010027718670522864,0.011117657237638119,0.010446180888035683,0.0,0.010127373529514492,0.010007063686108987,0.0160822625775622,0.0,0.010005844158199322,0.013277485884717416,0.019592931623105516,0.016100207343671086,0.037635827005961214,0.031060622336495494,0.02297041155849272,0.0,0.0,0.0,0.0,0.0,0.027255617335353796,0.010003217680282409,0.0,0.0,0.0,0.012796107863863076,0.015975735693352085,0.0,0.016994886292529033,0.01353084272474609,0.0,0.0,0.048951276877234176,0.02749272774559233,0.017418154125569848,0.010570691968719756,0.0,0.0,0.01001130541999827,0.0,0.0452313273127491,0.0,0.010026822360977542,0.0,0.010020967464492082,0.0,0.026861777247781563,0.0,0.010009402170181656,0.0
0.1377,0.13770021478012298,8.731284588076827e-05,0.009344134303442362,0.019156246296640013,0.010004330734064244,0.010143498328553319,0.0318492484010542,0.010007736281002147,0.0,0.016338765798278018,0.0,0.0,0.010003919519065704,0.010002593393347917,0.011341721307022426,0.01001382881071069,0.0,0.010002633089832971,0.01000725037638501,0.0,0.03140199402519257,0.010205926663818555,0.0,0.010004144557487932,0.010037354289569804,0.0,0.0,0.023043162387139486,0.02423089402337372,0.010008665892951194,0.012303463993997536,0.010006140593467244,0.012306461112947264,0.0,0.0,0.010074195512088645,0.010009801769114405,0.025820007058721228,0.01000593962830932,0.0,0.0,0.0,0.016061366104715626,0.026989309556609258,0.0,0.018853253638642504,0.010003464590314225,0.013247614549968445,0.010010943136554326,0.010028255182064875,0.01176224991195184,0.010837633590911201,0.0,0.010147295307207304,0.0,0.014948330210488298,0.0,0.01000593819302287,0.014672404976938693,0.02157460945651876,0.01690188535305975,0.03890160118258226,0.03211790759531432,0.021891378002247473,0.0,0.0,0.0,0.0,0.0,0.029186535865793967,0.010003367801716347,0.0,0.0,0.0,0.013689861643790192,0.016802300009320103,0.0,0.017660808101808936,0.013967306377908993,0.0,0.0,0.05108349963867856,0.030173532394031484,0.016517530200461723,0.011171644904785743,0.0,0.0,0.010011560701974561,0.0,0.045672197810554566,0.0,0.010031229554931544,0.0,0.010024462244761194,0.0,0.02670928399320868,0.0,0.010009514373025495,0.0
